Id,Name,Latitude,Longitude,CountryCode,StatusId,ReactorTypeId,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,Source,LastUpdatedAt,IAEAId
655,St. Laurent-A2,47.724000,1.582000,FR,5,8,UNGG,1966-01-01,1971-11-01,1992-05-27,515,WNA/IAEA,2015-05-24T04:51:07+03:00,229
656,St. Laurent-B1,47.724000,1.582000,FR,3,21,CP2,1976-05-01,1983-08-01,,915,WNA/IAEA,2015-05-24T04:50:51+03:00,169
657,St. Laurent-B2,47.720000,1.581000,FR,3,21,CP2,1976-07-01,1983-08-01,,880,WNA/IAEA,2015-05-24T04:50:53+03:00,177
658,St. Lucie-1,27.348000,-80.244000,US,3,21,CE 2LP (DRYAMB),1970-07-01,1976-12-21,,830,WNA/IAEA,2017-02-10T23:58:47+02:00,670
659,St. Lucie-2,27.348000,-80.244000,US,3,21,CE 2LP (DRYAMB),1977-06-02,1983-08-08,,830,WNA/IAEA,2017-02-10T23:58:56+02:00,698
660,Stade,53.620000,9.530000,DE,5,21,,1967-12-01,1972-05-19,2003-11-14,630,WNA/IAEA,2015-05-24T04:50:42+03:00,83
661,Summer-1,34.299000,-81.314000,US,3,21,WH 3LP (DRYAMB),1973-03-21,1984-01-01,,900,WNA/IAEA,2017-02-10T23:58:58+02:00,701
662,Summer-2,34.295833,-81.320278,US,8,21,AP-1000,2013-03-09,,,1117,IAEA,2018-03-10T14:56:12+02:00,1038
663,Summer-3,34.295833,-81.320278,US,8,21,AP-1000,2013-11-02,,,1117,IAEA,2018-03-10T14:56:13+02:00,1039
664,Super-Phenix,45.760000,5.474000,FR,5,7,Na-1200,1976-12-13,1986-12-01,1998-12-31,1200,WNA/IAEA,2015-05-24T04:50:53+03:00,178
665,Surry-1,37.166000,-76.700000,US,3,21,WH 3LP (DRYSUB),1968-06-25,1972-12-22,,788,WNA/IAEA,2017-02-10T23:58:10+02:00,631
666,Surry-2,37.166000,-76.700000,US,3,21,WH 3LP (DRYSUB),1968-06-25,1973-05-01,,788,WNA/IAEA,2017-02-10T23:58:11+02:00,632
667,Susquehanna-1,41.093000,-76.143000,US,3,5,BWR-4 (Mark 2),1973-11-02,1983-06-08,,1065,WNA/IAEA,2015-05-24T04:51:48+03:00,696
668,Susquehanna-2,41.093000,-76.143000,US,3,5,BWR-4 (Mark 2),1973-11-02,1985-02-12,,1065,WNA/IAEA,2015-05-24T04:51:48+03:00,697
669,Taishan-1,21.917778,112.981944,CN,3,21,EPR-1750,2009-11-18,2018-12-13,,1660,WNA/IAEA/Wikipedia,2021-01-09T20:00:00+02:00,918
670,Taishan-2,21.917778,112.981944,CN,3,21,EPR-1750,2010-04-15,,,1660,WNA/IAEA/Wikipedia,2021-01-09T20:00:00+02:00,919
671,Takahama-1,35.520000,135.503000,JP,3,21,M (3-loop),1970-04-25,1974-11-14,,780,WNA/IAEA,2015-05-24T04:51:30+03:00,388
672,Takahama-2,35.520000,135.503000,JP,3,21,M (3-loop),1971-03-09,1975-11-14,,780,WNA/IAEA,2015-05-24T04:51:27+03:00,337
673,Takahama-3,35.520000,135.503000,JP,3,21,M (3-loop),1980-12-12,1985-01-17,,830,WNA/IAEA,2015-05-24T04:51:28+03:00,354
674,Takahama-4,35.520000,135.503000,JP,3,21,M (3-loop),1981-03-19,1985-06-05,,830,WNA/IAEA,2015-05-24T04:51:28+03:00,356
675,Taohuajiang-1,,,CN,1,21,AP-1000,,,,,WNA,,
676,Taohuajiang-2,,,CN,1,21,AP-1000,,,,,WNA,,
677,Taohuajiang-3,,,CN,1,21,,,,,,WNA,,
678,Taohuajiang-4,,,CN,1,21,,,,,,WNA,,
679,Tarapur-1,19.834000,72.657000,IN,3,5,BWR-1 (Mark 2),1964-10-01,1969-10-28,,200,WNA/IAEA,2015-05-24T04:51:21+03:00,285
680,Tarapur-2,19.834000,72.657000,IN,3,5,BWR-1 (Mark 2),1964-10-01,1969-10-28,,200,WNA/IAEA,2015-05-24T04:51:22+03:00,296
681,Tarapur-3,19.834000,72.657000,IN,3,20,Horizontal Pressure Tube Type,2000-05-12,2006-08-18,,502,WNA/IAEA,2015-05-24T04:54:06+03:00,300
682,Tarapur-4,19.834000,72.657000,IN,3,20,Horizontal Pressure Tube Type,2000-03-08,2005-09-12,,502,WNA/IAEA,2015-05-24T04:54:06+03:00,301
683,Temelin-1,49.181000,14.377000,CZ,3,21,VVER V-320,1987-02-01,2002-06-10,,1027,WNA/IAEA,2021-02-14T03:47:53+02:00,74
684,Temelin-2,49.181000,14.377000,CZ,3,21,VVER V-320,1987-02-01,2003-04-18,,1029,WNA/IAEA,2021-02-14T03:47:53+02:00,75
685,Three Mile Island-1,40.154000,-76.727000,US,5,21,B&W LLP (DRYAMB),1968-05-18,1974-09-02,2019-09-20,819,WNA/IAEA,2019-11-22,637
686,Three Mile Island-2,40.154000,-76.727000,US,5,21,,1969-11-01,1978-12-30,1979-03-28,906,WNA/IAEA,2015-05-24T04:51:44+03:00,657
687,THTR-300,51.680000,7.972000,DE,5,9,Pebble bed reactor,1971-05-03,1987-06-01,1988-09-29,296,WNA/IAEA,2015-05-24T04:54:05+03:00,92
688,Tianwan-1,34.690000,119.456000,CN,3,21,VVER V-428,1999-10-20,2007-05-17,,990,WNA/IAEA,2015-05-24T04:51:50+03:00,838
689,Tianwan-2,34.690000,119.456000,CN,3,21,VVER V-428,2000-09-20,2007-08-16,,990,WNA/IAEA,2015-05-24T04:51:50+03:00,839
690,Tianwan-3,34.686800,119.456000,CN,3,21,VVER V-428M,2012-12-27,2018-02-14,,1060,WNA/IAEA,2018-07-01T01:21:55+03:00,973
691,Tianwan-4,34.685800,119.456000,CN,3,21,VVER V-428M,2013-09-27,2018-12-22,,1060,WNA/IAEA,2019-06-02T20:19:28+03:00,974
692,Tianwan-5,34.683800,119.456000,CN,3,21,CNP-1000,2015-12-27,2020-09-08,,1000,WNA/Wikipedia/IAEA,2021-01-06T01:19:47+02:00,975
693,Tianwan-6,34.682800,119.456000,CN,3,21,CNP-1000,2016-09-07,2021-06-02,,1000,WNA/Wikipedia/IAEA,2021-06-29T00:12:17+03:00,976
694,Tihange-1,50.533000,5.271000,BE,3,21,Framatome 3 loops reactor,1970-06-01,1975-10-01,,870,WNA/IAEA,2015-05-24T04:54:04+03:00,10
695,Tihange-2,50.533000,5.271000,BE,3,21,WH 3LP,1976-04-01,1983-06-01,,900,WNA/IAEA,2017-02-10T23:55:40+02:00,13
696,Tihange-3,50.533000,5.271000,BE,3,21,WH 3LP,1978-11-01,1985-09-01,,1020,WNA/IAEA,2017-02-10T23:55:44+02:00,15
697,Tokai-1,36.466000,140.612000,JP,5,8,MAGNOX,1961-03-01,1966-07-25,1998-03-31,159,WNA/IAEA,2015-05-24T04:51:27+03:00,344
698,Tokai-2,36.466000,140.612000,JP,3,5,BWR-5,1973-10-03,1978-11-28,,1056,WNA/IAEA,2015-05-24T04:51:28+03:00,346
699,Tomari-1,43.038000,140.515000,JP,3,21,M (2-loop),1985-04-18,1989-06-22,,550,WNA/IAEA,2015-05-24T04:51:29+03:00,370
700,Tomari-2,43.038000,140.515000,JP,3,21,M (2-loop),1985-06-13,1991-04-12,,550,WNA/IAEA,2015-05-24T04:51:29+03:00,371
701,Tomari-3,43.038000,140.515000,JP,3,21,M (3-loop),2004-11-18,2009-12-22,,866,WNA/IAEA,2015-05-24T04:51:50+03:00,856
702,Torness-1,55.966000,-2.399000,GB,3,8,AGR,1980-08-01,1988-05-25,,645,WNA/IAEA,2015-05-24T04:51:18+03:00,261
703,Torness-2,55.966000,-2.399000,GB,3,8,AGR,1980-08-01,1989-02-03,,645,WNA/IAEA,2015-05-24T04:51:18+03:00,262
704,Trawsfynydd-1,52.923000,-3.947000,GB,5,8,MAGNOX,1959-07-01,1965-03-24,1991-02-06,250,WNA/IAEA,2015-05-24T04:51:20+03:00,273
705,Trawsfynydd-2,52.922000,-3.947000,GB,5,8,MAGNOX,1959-07-01,1965-03-24,1991-02-04,250,WNA/IAEA,2015-05-24T04:51:20+03:00,274
706,Tricastin-1,44.330000,4.733000,FR,3,21,CP1,1974-11-01,1980-12-01,,915,WNA/IAEA,2015-05-24T04:50:51+03:00,170
707,Tricastin-2,44.330000,4.733000,FR,3,21,CP1,1974-12-01,1980-12-01,,915,WNA/IAEA,2015-05-24T04:50:51+03:00,171
708,Tricastin-3,44.331000,4.733000,FR,3,21,CP1,1975-04-01,1981-05-11,,915,WNA/IAEA,2015-05-24T04:50:53+03:00,179
709,Tricastin-4,44.331000,4.733000,FR,3,21,CP1,1975-05-01,1981-11-01,,915,WNA/IAEA,2015-05-24T04:50:53+03:00,180
710,Trillo-1,40.699000,-2.622000,ES,3,21,PWR 3 loops,1979-08-17,1988-08-06,,990,WNA/IAEA,2015-05-24T04:50:49+03:00,141
712,Trojan,46.040000,-122.887000,US,5,21,,1970-02-01,1976-05-20,1992-11-09,1130,WNA/IAEA,2015-05-24T04:51:47+03:00,675
713,Tsuruga-1,35.672000,136.079000,JP,5,5,BWR-2,1966-11-24,1970-03-14,2015-04-27,341,WNA/IAEA,2015-05-24T04:51:28+03:00,355
714,Tsuruga-2,35.672000,136.079000,JP,3,21,M (4-loop),1982-11-06,1987-02-17,,1115,WNA/IAEA,2015-05-24T04:51:28+03:00,360
715,Tsuruga-3,,,JP,1,21,,,,,,WNA,,
716,Tsuruga-4,,,JP,1,21,,,,,,WNA,,
717,Turkey Point-3,25.435000,-80.330000,US,3,21,WH 3LP (DRYAMB),1967-04-27,1972-12-14,,693,WNA/IAEA,2017-02-10T23:57:56+02:00,613
718,Turkey Point-4,25.435000,-80.330000,US,3,21,WH 3LP (DRYAMB),1967-04-27,1973-09-07,,693,WNA/IAEA,2017-02-10T23:57:58+02:00,614
725,Unterweser,53.429000,8.477000,DE,5,21,PWR,1972-07-01,1979-09-06,2011-08-06,1230,WNA/IAEA,2015-05-24T04:50:42+03:00,90
726,Vandellos-1,40.949000,0.867000,ES,5,8,,1968-06-21,1972-08-02,1990-07-31,480,WNA/IAEA,2015-05-24T04:50:49+03:00,150
727,Vandellos-2,40.949000,0.867000,ES,3,21,WH 3LP,1980-12-29,1988-03-08,,930,WNA/IAEA,2017-02-10T23:56:13+02:00,146
728,Vermont Yankee,42.779000,-72.514000,US,5,5,BWR-4 (Mark 1),1967-12-11,1972-11-30,2014-12-29,514,WNA/IAEA,2015-05-24T04:51:42+03:00,626
729,Visaginas-1,55.605700,26.575842,LT,1,,,,,,,WNA,,
730,Visaginas-2,55.605700,26.575842,LT,1,,,,,,,WNA,,
731,Vogtle-1,33.143000,-81.760000,US,3,21,WH 4LP (DRYAMB),1976-08-01,1987-06-01,,1122,WNA/IAEA,2017-02-10T23:59:15+02:00,718
732,Vogtle-2,33.143000,-81.760000,US,3,21,WH 4LP (DRYAMB),1976-08-01,1989-05-20,,1101,WNA/IAEA,2017-02-10T23:59:16+02:00,719
733,Vogtle-3,33.139900,-81.768600,US,2,21,AP-1000,2013-03-12,,,1117,WNA/IAEA,2015-05-24T04:51:57+03:00,1042
734,Vogtle-4,33.139900,-81.771200,US,2,21,AP-1000,2013-11-19,,,1117,WNA/IAEA,2015-05-24T04:51:58+03:00,1043
735,Waterford-3,29.994000,-90.471000,US,3,21,CE 2LP (DRYAMB),1974-11-14,1985-09-24,,1104,WNA/IAEA,2017-02-10T23:58:56+02:00,695
736,Watts Bar-1,35.601000,-84.789000,US,3,21,WH 4LP (ICECND),1973-07-20,1996-05-27,,1218,WNA/IAEA,2017-02-10T23:58:57+02:00,699
737,Watts Bar-2,35.601000,-84.789000,US,3,21,WH 4LP (ICECND),1973-09-01,2016-10-19,,1165,WNA/IAEA,2017-02-10T23:58:57+02:00,700
738,Windscale AGR,54.426000,-3.505000,GB,5,8,AGR,1958-11-01,1963-03-01,1981-04-03,32,WNA/IAEA,2015-05-24T04:51:19+03:00,268
739,Winfrith SGHWR,50.680000,-2.272000,GB,5,24,,1963-05-01,1968-01-01,1990-09-11,92,WNA/IAEA,2015-05-24T04:51:12+03:00,239
740,Wolf Creek,38.239000,-95.691000,US,3,21,WH 4LP (DRYAMB),1977-05-31,1985-09-03,,1170,WNA/IAEA,2017-02-10T23:59:19+02:00,751
741,Wolsong-1,35.710000,129.476000,KR,5,20,CANDU 6,1977-10-30,1983-04-22,2019-12-24,629,WNA/IAEA,2020-04-18T04:46:52+03:00,407
742,Wolsong-2,35.710000,129.476000,KR,3,20,CANDU 6,1992-09-25,1997-07-01,,596,WNA/IAEA,2021-02-14T03:47:53+02:00,408
